PerfectFlite SLCF
Firmware: 1.0
Software: 1.1
Serial Number: 1224
Apogee: 4606' AGL
Ground Elevation: 680' MSL
NumSamps: 2952
Flight Number: 6
Main Setting: 500' AGL
Apogee Delay: 0 Seconds
Drogue At: 15.25 Seconds
Main At: 111.75 Seconds
Max Drogue Current: 2 Amps
Max Main Current: 2 Amps
Comments: 

Data: (Time, Altitude, Velocity, Temperature (F), Voltage)
32.90, 3800, -53, 41.52, 9.30
32.95, 3798, -55, 41.50, 9.30
33.00, 3791, -57, 41.52, 9.30
33.05, 3791, -57, 41.52, 9.30
33.10, 3779, -55, 41.52, 9.30
33.15, 3774, -52, 41.52, 9.30
33.20, 3772, -49, 41.52, 9.30
33.25, 3772, -46, 41.52, 9.30
33.30, 3775, -44, 41.52, 9.30
33.35, 3776, -44, 41.52, 9.30
33.40, 3771, -44, 41.52, 9.30
33.45, 3769, -46, 41.52, 9.30
33.50, 3764, -47, 41.52, 9.30
33.55, 3755, -47, 41.52, 9.30
33.60, 3753, -48, 41.52, 9.30
33.65, 3762, -48, 41.52, 9.30
33.70, 3760, -50, 41.52, 9.30
33.75, 3763, -51, 41.52, 9.30
33.80, 3758, -52, 41.50, 9.30
33.85, 3750, -53, 41.50, 9.30
33.90, 3744, -53, 41.52, 9.30
33.95, 3737, -52, 41.52, 9.30
34.00, 3734, -51, 41.50, 9.30
34.05, 3734, -49, 41.49, 9.30
34.10, 3744, -47, 41.49, 9.30
34.15, 3736, -46, 41.50, 9.30
34.20, 3731, -46, 41.52, 9.30
34.25, 3741, -47, 41.50, 9.30
34.30, 3737, -48, 41.50, 9.30
34.35, 3729, -49, 41.50, 9.30
34.40, 3724, -50, 41.50, 9.30
34.45, 3726, -51, 41.50, 9.30
34.50, 3727, -51, 41.50, 9.30
34.55, 3726, -52, 41.50, 9.30
34.60, 3724, -52, 41.52, 9.30
34.65, 3713, -53, 41.50, 9.30
34.70, 3707, -54, 41.52, 9.30
34.75, 3702, -54, 41.50, 9.30
34.80, 3696, -54, 41.52, 9.30
34.85, 3697, -53, 41.50, 9.30
34.90, 3698, -51, 41.49, 9.30
34.95, 3687, -50, 41.50, 9.30
35.00, 3694, -50, 41.52, 9.30
35.05, 3689, -51, 41.52, 9.30
35.10, 3690, -51, 41.50, 9.30
35.15, 3688, -52, 41.52, 9.30
35.20, 3679, -52, 41.50, 9.30
35.25, 3679, -52, 41.50, 9.30
35.30, 3682, -51, 41.50, 9.30
35.35, 3673, -51, 41.50, 9.30
35.40, 3666, -51, 41.52, 9.30
35.45, 3660, -51, 41.52, 9.30
35.50, 3658, -52, 41.50, 9.30
35.55, 3656, -53, 41.50, 9.30
35.60, 3657, -53, 41.50, 9.30
35.65, 3655, -53, 41.52, 9.30
35.70, 3652, -53, 41.50, 9.30
35.75, 3650, -51, 41.50, 9.30
35.80, 3647, -49, 41.50, 9.30
35.85, 3647, -47, 41.49, 9.30
35.90, 3641, -46, 41.50, 9.30
35.95, 3639, -45, 41.50, 9.30
36.00, 3636, -44, 41.50, 9.30
36.05, 3639, -44, 41.50, 9.30
36.10, 3636, -44, 41.49, 9.30
36.15, 3634, -45, 41.49, 9.30
36.20, 3633, -45, 41.49, 9.30
36.25, 3642, -45, 41.49, 9.30
36.30, 3631, -45, 41.49, 9.30
36.35, 3626, -44, 41.49, 9.30
36.40, 3627, -43, 41.52, 9.30
36.45, 3626, -42, 41.49, 9.30
36.50, 3624, -41, 41.49, 9.30
36.55, 3619, -40, 41.49, 9.30
36.60, 3607, -41, 41.49, 9.30
36.65, 3599, -42, 41.49, 9.30
36.70, 3597, -43, 41.49, 9.30
36.75, 3606, -43, 41.49, 9.30
36.80, 3607, -43, 41.50, 9.30
36.85, 3606, -42, 41.49, 9.30
36.90, 3606, -41, 41.49, 9.30
36.95, 3605, -41, 41.49, 9.30
37.00, 3604, -40, 41.49, 9.30
37.05, 3604, -41, 41.49, 9.30
37.10, 3600, -42, 41.49, 9.30
37.15, 3595, -43, 41.49, 9.30
37.20, 3589, -45, 41.49, 9.30
37.25, 3590, -46, 41.49, 9.30
37.30, 3585, -47, 41.49, 9.30
37.35, 3584, -48, 41.49, 9.30
37.40, 3580, -50, 41.49, 9.30
37.45, 3578, -51, 41.49, 9.30
37.50, 3583, -51, 41.50, 9.30
37.55, 3580, -51, 41.49, 9.30
37.60, 3573, -49, 41.49, 9.30
37.65, 3565, -48, 41.49, 9.30
37.70, 3564, -47, 41.49, 9.30
37.75, 3563, -48, 41.49, 9.30
37.80, 3563, -48, 41.49, 9.30
37.85, 3562, -49, 41.49, 9.30
37.90, 3562, -50, 41.49, 9.30
37.95, 3560, -50, 41.49, 9.30
38.00, 3559, -50, 41.49, 9.30
38.05, 3556, -51, 41.49, 9.30
38.10, 3552, -51, 41.49, 9.30
38.15, 3549, -51, 41.49, 9.30
38.20, 3543, -50, 41.49, 9.30
38.25, 3540, -49, 41.49, 9.30
38.30, 3536, -48, 41.49, 9.30
38.35, 3531, -47, 41.49, 9.30
38.40, 3525, -46, 41.49, 9.30
38.45, 3519, -45, 41.49, 9.30
38.50, 3515, -44, 41.49, 9.30
38.55, 3512, -42, 41.47, 9.30
38.60, 3511, -41, 41.47, 9.30
38.65, 3510, -40, 41.49, 9.30
38.70, 3509, -41, 41.49, 9.30
38.75, 3515, -42, 41.49, 9.30
38.80, 3510, -43, 41.47, 9.30
38.85, 3506, -43, 41.49, 9.30
38.90, 3506, -43, 41.49, 9.30
38.95, 3509, -43, 41.49, 9.30
39.00, 3507, -44, 41.49, 9.30
39.05, 3498, -45, 41.49, 9.30
39.10, 3492, -47, 41.47, 9.30
39.15, 3492, -48, 41.49, 9.30
39.20, 3491, -48, 41.49, 9.30
39.25, 3494, -48, 41.45, 9.30
39.30, 3494, -46, 41.47, 9.30
39.35, 3490, -45, 41.49, 9.30
39.40, 3493, -43, 41.47, 9.30
39.45, 3492, -41, 41.49, 9.30
39.50, 3493, -40, 41.49, 9.30
39.55, 3499, -39, 41.49, 9.30
39.60, 3498, -40, 41.47, 9.30
39.65, 3484, -42, 41.49, 9.30
39.70, 3476, -44, 41.49, 9.30
39.75, 3474, -46, 41.49, 9.30
39.80, 3478, -48, 41.47, 9.30
39.85, 3479, -49, 41.47, 9.30
39.90, 3480, -50, 41.49, 9.30
39.95, 3474, -50, 41.47, 9.30
40.00, 3469, -49, 41.47, 9.30
40.05, 3458, -48, 41.49, 9.30
40.10, 3455, -47, 41.49, 9.30
40.15, 3445, -47, 41.47, 9.30
40.20, 3443, -48, 41.49, 9.30
40.25, 3443, -50, 41.49, 9.30
40.30, 3447, -52, 41.49, 9.30
40.35, 3442, -54, 41.47, 9.30
40.40, 3441, -56, 41.47, 9.30
40.45, 3437, -58, 41.49, 9.30
40.50, 3442, -59, 41.49, 9.30
40.55, 3433, -60, 41.49, 9.30
40.60, 3429, -60, 41.47, 9.30
40.65, 3428, -59, 41.49, 9.30
40.70, 3420, -58, 41.49, 9.30
40.75, 3414, -58, 41.49, 9.30
40.80, 3412, -59, 41.47, 9.30
40.85, 3409, -61, 41.47, 9.30
40.90, 3406, -62, 41.47, 9.30
40.95, 3405, -61, 41.49, 9.30
41.00, 3404, -59, 41.49, 9.30
41.05, 3407, -56, 41.47, 9.30
41.10, 3406, -54, 41.47, 9.30
41.15, 3395, -53, 41.47, 9.30
41.20, 3394, -52, 41.47, 9.30
41.25, 3394, -52, 41.49, 9.30
41.30, 3384, -51, 41.49, 9.30
41.35, 3383, -49, 41.47, 9.30
41.40, 3382, -47, 41.49, 9.30
41.45, 3380, -46, 41.47, 9.30
41.50, 3375, -45, 41.49, 9.30
41.55, 3371, -44, 41.45, 9.30
41.60, 3371, -43, 41.45, 9.30
41.65, 3369, -42, 41.47, 9.30
41.70, 3366, -41, 41.45, 9.30
41.75, 3362, -39, 41.49, 9.30
41.80, 3359, -38, 41.47, 9.30
41.85, 3354, -37, 41.47, 9.30
41.90, 3351, -37, 41.47, 9.30
41.95, 3349, -37, 41.45, 9.30
42.00, 3351, -38, 41.45, 9.30
42.05, 3351, -38, 41.45, 9.30
42.10, 3350, -38, 41.45, 9.30
42.15, 3343, -38, 41.45, 9.30
42.20, 3340, -38, 41.47, 9.30
42.25, 3339, -38, 41.45, 9.30
42.30, 3343, -38, 41.45, 9.30
42.35, 3358, -39, 41.45, 9.30
42.40, 3350, -38, 41.45, 9.30
42.45, 3349, -38, 41.45, 9.30
42.50, 3346, -37, 41.45, 9.30
42.55, 3350, -37, 41.45, 9.30
42.60, 3346, -37, 41.45, 9.30
42.65, 3340, -37, 41.45, 9.30
42.70, 3336, -37, 41.45, 9.30
42.75, 3334, -38, 41.45, 9.30
42.80, 3342, -38, 41.45, 9.30
42.85, 3340, -39, 41.45, 9.30
42.90, 3332, -40, 41.45, 9.30
42.95, 3328, -40, 41.45, 9.30
43.00, 3328, -40, 41.47, 9.30
43.05, 3332, -39, 41.45, 9.30
43.10, 3326, -38, 41.45, 9.30
43.15, 3319, -36, 41.45, 9.30
43.20, 3314, -36, 41.45, 9.30
43.25, 3313, -36, 41.45, 9.30
43.30, 3309, -38, 41.45, 9.30
43.35, 3304, -40, 41.45, 9.30
43.40, 3304, -42, 41.45, 9.30
43.45, 3303, -42, 41.45, 9.30
43.50, 3301, -42, 41.45, 9.30
43.55, 3300, -42, 41.45, 9.30
43.60, 3298, -42, 41.45, 9.30
43.65, 3293, -43, 41.45, 9.30
43.70, 3290, -45, 41.45, 9.30
43.75, 3285, -47, 41.45, 9.30
43.80, 3279, -49, 41.45, 9.30
43.85, 3272, -51, 41.43, 9.30
43.90, 3270, -52, 41.41, 9.30
43.95, 3269, -53, 41.45, 9.30
44.00, 3275, -54, 41.41, 9.30
44.05, 3272, -54, 41.43, 9.30
44.10, 3277, -54, 41.43, 9.30
44.15, 3274, -54, 41.43, 9.30
44.20, 3275, -53, 41.43, 9.30
44.25, 3277, -53, 41.41, 9.30
44.30, 3265, -52, 41.43, 9.30
44.35, 3263, -51, 41.45, 9.30
44.40, 3270, -50, 41.41, 9.30
44.45, 3267, -49, 41.43, 9.30
44.50, 3268, -48, 41.43, 9.30
44.55, 3266, -48, 41.45, 9.30
44.60, 3260, -48, 41.43, 9.30
44.65, 3249, -49, 41.43, 9.30
44.70, 3244, -49, 41.41, 9.30
44.75, 3240, -48, 41.43, 9.30
44.80, 3239, -46, 41.41, 9.30
44.85, 3233, -44, 41.45, 9.30
44.90, 3227, -42, 41.43, 9.30
44.95, 3222, -41, 41.41, 9.30
45.00, 3222, -42, 41.43, 9.30
45.05, 3219, -42, 41.41, 9.30
45.10, 3213, -43, 41.43, 9.30
45.15, 3213, -43, 41.41, 9.30
45.20, 3208, -43, 41.45, 9.30
45.25, 3208, -43, 41.45, 9.30
45.30, 3207, -44, 41.41, 9.30
45.35, 3203, -45, 41.43, 9.30
45.40, 3207, -47, 41.43, 9.30
45.45, 3215, -48, 41.43, 9.30
45.50, 3210, -48, 41.41, 9.30
45.55, 3204, -47, 41.41, 9.30
45.60, 3194, -46, 41.41, 9.30
45.65, 3190, -44, 41.43, 9.30
45.70, 3187, -44, 41.41, 9.30
45.75, 3188, -44, 41.41, 9.30
45.80, 3191, -44, 41.41, 9.30
45.85, 3191, -44, 41.41, 9.30
45.90, 3193, -45, 41.41, 9.30
45.95, 3190, -44, 41.41, 9.30
46.00, 3191, -44, 41.41, 9.30
46.05, 3194, -44, 41.41, 9.30
46.10, 3188, -44, 41.41, 9.30
46.15, 3191, -43, 41.41, 9.30
46.20, 3191, -43, 41.41, 9.30
46.25, 3188, -43, 41.41, 9.30
46.30, 3178, -42, 41.40, 9.30
46.35, 3173, -43, 41.41, 9.30
46.40, 3172, -43, 41.40, 9.30
46.45, 3170, -44, 41.41, 9.30
46.50, 3170, -44, 41.41, 9.30
46.55, 3169, -43, 41.41, 9.30
46.60, 3170, -42, 41.41, 9.30
46.65, 3161, -42, 41.41, 9.30
46.70, 3156, -42, 41.41, 9.30
46.75, 3151, -43, 41.41, 9.30
46.80, 3145, -45, 41.41, 9.30
46.85, 3139, -46, 41.41, 9.30
46.90, 3137, -48, 41.41, 9.30
46.95, 3136, -49, 41.41, 9.30
47.00, 3132, -50, 41.41, 9.30
47.05, 3130, -49, 41.40, 9.30
47.10, 3127, -49, 41.41, 9.30
47.15, 3124, -47, 41.41, 9.30
47.20, 3124, -46, 41.41, 9.30
47.25, 3125, -44, 41.41, 9.30
47.30, 3126, -42, 41.40, 9.30
47.35, 3123, -41, 41.41, 9.30
47.40, 3122, -40, 41.41, 9.30
47.45, 3121, -40, 41.41, 9.30
47.50, 3119, -41, 41.40, 9.30
47.55, 3117, -42, 41.40, 9.30
47.60, 3111, -45, 41.40, 9.30
47.65, 3106, -47, 41.41, 9.30
47.70, 3105, -48, 41.41, 9.30
47.75, 3102, -48, 41.40, 9.30
47.80, 3103, -46, 41.40, 9.30
47.85, 3098, -43, 41.38, 9.30
47.90, 3093, -41, 41.41, 9.30
47.95, 3092, -38, 41.40, 9.30
48.00, 3093, -35, 41.40, 9.30
48.05, 3096, -33, 41.40, 9.30
48.10, 3098, -32, 41.41, 9.30
48.15, 3099, -32, 41.40, 9.30
48.20, 3099, -34, 41.41, 9.30
48.25, 3102, -35, 41.40, 9.30
48.30, 3095, -36, 41.40, 9.30
48.35, 3092, -37, 41.40, 9.30
48.40, 3094, -37, 41.40, 9.30
48.45, 3098, -37, 41.38, 9.30
48.50, 3090, -37, 41.40, 9.30
48.55, 3079, -38, 41.40, 9.30
48.60, 3066, -38, 41.40, 9.30
48.65, 3058, -39, 41.40, 9.30
48.70, 3055, -40, 41.40, 9.30
48.75, 3052, -41, 41.40, 9.30
48.80, 3053, -41, 41.40, 9.30
48.85, 3061, -41, 41.38, 9.30
48.90, 3064, -40, 41.38, 9.30
48.95, 3060, -40, 41.40, 9.30
49.00, 3066, -41, 41.41, 9.30
49.05, 3074, -43, 41.40, 9.30
49.10, 3067, -44, 41.38, 9.30
49.15, 3054, -45, 41.40, 9.30
49.20, 3054, -45, 41.40, 9.30
49.25, 3053, -45, 41.40, 9.30
49.30, 3053, -46, 41.40, 9.30
49.35, 3049, -47, 41.40, 9.30
49.40, 3050, -48, 41.38, 9.30
49.45, 3043, -50, 41.38, 9.30
49.50, 3046, -49, 41.38, 9.30
49.55, 3039, -48, 41.38, 9.30
49.60, 3030, -45, 41.38, 9.30
49.65, 3024, -43, 41.38, 9.30
49.70, 3021, -43, 41.38, 9.30
49.75, 3020, -44, 41.38, 9.30
49.80, 3019, -46, 41.38, 9.30
49.85, 3016, -49, 41.38, 9.30
49.90, 3019, -52, 41.38, 9.30
49.95, 3012, -55, 41.38, 9.30
50.00, 3012, -57, 41.38, 9.30
50.05, 3011, -59, 41.38, 9.30
50.10, 3009, -59, 41.38, 9.30
50.15, 3010, -58, 41.38, 9.30
50.20, 3009, -58, 41.38, 9.30
50.25, 3009, -57, 41.38, 9.30
50.30, 3012, -57, 41.38, 9.30
50.35, 3000, -58, 41.38, 9.30
50.40, 2989, -58, 41.38, 9.30
50.45, 2986, -57, 41.38, 9.30
50.50, 2984, -56, 41.38, 9.30
50.55, 2983, -53, 41.38, 9.30
50.60, 2982, -50, 41.36, 9.30
50.65, 2974, -47, 41.36, 9.30
50.70, 2972, -45, 41.36, 9.30
50.75, 2965, -44, 41.36, 9.30
50.80, 2960, -43, 41.34, 9.30
50.85, 2959, -44, 41.34, 9.30
50.90, 2958, -44, 41.36, 9.30
50.95, 2956, -44, 41.38, 9.30
51.00, 2951, -43, 41.36, 9.30
51.05, 2945, -42, 41.38, 9.30
51.10, 2944, -42, 41.36, 9.30
51.15, 2944, -42, 41.34, 9.30
51.20, 2943, -43, 41.36, 9.30
51.25, 2942, -43, 41.36, 9.30
51.30, 2937, -44, 41.38, 9.30
51.35, 2934, -44, 41.34, 9.30
51.40, 2931, -44, 41.34, 9.30
51.45, 2929, -44, 41.36, 9.30
51.50, 2932, -43, 41.36, 9.30
51.55, 2933, -43, 41.36, 9.30
51.60, 2938, -42, 41.36, 9.30
51.65, 2935, -41, 41.36, 9.30
51.70, 2941, -40, 41.36, 9.30
51.75, 2937, -39, 41.36, 9.30
51.80, 2927, -39, 41.36, 9.30
51.85, 2928, -40, 41.36, 9.30
51.90, 2928, -40, 41.34, 9.30
51.95, 2926, -40, 41.36, 9.30
52.00, 2928, -40, 41.34, 9.30
52.05, 2931, -39, 41.36, 9.30
52.10, 2934, -37, 41.36, 9.30
52.15, 2924, -37, 41.34, 9.30
52.20, 2925, -37, 41.34, 9.30
52.25, 2920, -37, 41.34, 9.30
52.30, 2912, -37, 41.34, 9.30
52.35, 2910, -36, 41.34, 9.30
52.40, 2900, -36, 41.38, 9.30
52.45, 2897, -37, 41.34, 9.30
52.50, 2898, -38, 41.36, 9.30
52.55, 2897, -40, 41.34, 9.30
52.60, 2895, -41, 41.34, 9.30
52.65, 2893, -42, 41.34, 9.30
52.70, 2893, -43, 41.36, 9.30
52.75, 2888, -43, 41.34, 9.30
52.80, 2882, -42, 41.34, 9.30
52.85, 2875, -42, 41.34, 9.30
52.90, 2875, -43, 41.34, 9.30
52.95, 2870, -45, 41.36, 9.30
53.00, 2869, -47, 41.34, 9.30
53.05, 2878, -49, 41.34, 9.30
53.10, 2873, -50, 41.34, 9.30
53.15, 2870, -50, 41.34, 9.30
53.20, 2867, -49, 41.34, 9.30
53.25, 2867, -47, 41.34, 9.30
53.30, 2864, -45, 41.34, 9.30
53.35, 2861, -44, 41.34, 9.30
53.40, 2859, -43, 41.34, 9.30
53.45, 2860, -42, 41.34, 9.30
53.50, 2858, -42, 41.34, 9.30
53.55, 2855, -42, 41.34, 9.30
53.60, 2851, -43, 41.34, 9.30
53.65, 2850, -43, 41.34, 9.30
53.70, 2853, -42, 41.34, 9.30
53.75, 2849, -41, 41.34, 9.30
53.80, 2849, -40, 41.34, 9.30
53.85, 2844, -39, 41.34, 9.30
53.90, 2842, -38, 41.34, 9.30
53.95, 2836, -39, 41.34, 9.30
54.00, 2833, -39, 41.34, 9.30
54.05, 2830, -40, 41.34, 9.30
54.10, 2827, -41, 41.34, 9.30
54.15, 2828, -42, 41.34, 9.30
54.20, 2825, -43, 41.34, 9.30
54.25, 2825, -44, 41.34, 9.30
54.30, 2824, -45, 41.34, 9.30
54.35, 2821, -46, 41.34, 9.30
54.40, 2818, -46, 41.34, 9.30
54.45, 2814, -46, 41.34, 9.30
54.50, 2815, -45, 41.34, 9.30
54.55, 2811, -45, 41.34, 9.30
54.60, 2809, -44, 41.34, 9.30
54.65, 2805, -44, 41.34, 9.30
54.70, 2807, -44, 41.34, 9.30
54.75, 2807, -43, 41.32, 9.30
54.80, 2802, -43, 41.34, 9.30
54.85, 2800, -42, 41.34, 9.30
54.90, 2797, -41, 41.34, 9.30
54.95, 2797, -40, 41.32, 9.30
55.00, 2791, -39, 41.32, 9.30
55.05, 2793, -38, 41.32, 9.30
55.10, 2793, -38, 41.34, 9.30
55.15, 2788, -39, 41.32, 9.30
55.20, 2778, -39, 41.32, 9.30
55.25, 2772, -39, 41.32, 9.30
55.30, 2769, -38, 41.34, 9.30
55.35, 2768, -38, 41.34, 9.30
55.40, 2769, -38, 41.32, 9.30
55.45, 2770, -37, 41.32, 9.30
55.50, 2768, -37, 41.34, 9.30
55.55, 2766, -37, 41.32, 9.30
55.60, 2765, -37, 41.32, 9.30
55.65, 2767, -37, 41.34, 9.30
55.70, 2767, -37, 41.34, 9.30
55.75, 2762, -37, 41.34, 9.30
55.80, 2758, -36, 41.34, 9.30
55.85, 2762, -36, 41.32, 9.30
55.90, 2761, -36, 41.32, 9.30
55.95, 2758, -36, 41.32, 9.30
56.00, 2759, -37, 41.32, 9.30
56.05, 2754, -38, 41.32, 9.30
56.10, 2748, -39, 41.32, 9.30
56.15, 2749, -39, 41.32, 9.30
56.20, 2748, -38, 41.32, 9.30
56.25, 2749, -37, 41.32, 9.30
56.30, 2747, -36, 41.34, 9.30
56.35, 2746, -36, 41.32, 9.30
56.40, 2743, -36, 41.32, 9.30
56.45, 2740, -38, 41.32, 9.30
56.50, 2738, -40, 41.32, 9.30
56.55, 2737, -42, 41.32, 9.30
56.60, 2735, -44, 41.32, 9.30
56.65, 2733, -45, 41.32, 9.30
56.70, 2734, -46, 41.32, 9.30
56.75, 2733, -48, 41.32, 9.30
56.80, 2731, -49, 41.31, 9.30
56.85, 2729, -51, 41.32, 9.30
56.90, 2722, -53, 41.32, 9.30
56.95, 2726, -54, 41.32, 9.30
57.00, 2719, -54, 41.32, 9.30
57.05, 2712, -54, 41.32, 9.30
57.10, 2707, -53, 41.31, 9.30
57.15, 2701, -53, 41.32, 9.30
57.20, 2701, -53, 41.31, 9.30
57.25, 2702, -53, 41.31, 9.30
57.30, 2701, -52, 41.32, 9.30
57.35, 2704, -51, 41.29, 9.30
57.40, 2693, -49, 41.32, 9.30
57.45, 2689, -48, 41.31, 9.30
57.50, 2684, -47, 41.31, 9.30
57.55, 2680, -48, 41.31, 9.30
57.60, 2675, -49, 41.31, 9.30
57.65, 2678, -51, 41.31, 9.30
57.70, 2676, -51, 41.31, 9.30
57.75, 2660, -52, 41.31, 9.30
57.80, 2659, -52, 41.29, 9.30
57.85, 2656, -53, 41.31, 9.30
57.90, 2654, -53, 41.29, 9.30
57.95, 2651, -54, 41.32, 9.30
58.00, 2649, -53, 41.31, 9.30
58.05, 2645, -52, 41.29, 9.30
58.10, 2643, -52, 41.29, 9.30
58.15, 2650, -51, 41.31, 9.30
58.20, 2643, -52, 41.29, 9.30
58.25, 2643, -53, 41.31, 9.30
58.30, 2643, -55, 41.25, 9.30
58.35, 2649, -56, 41.25, 9.30
58.40, 2653, -55, 41.25, 9.30
58.45, 2651, -54, 41.29, 9.30
58.50, 2644, -53, 41.25, 9.30
58.55, 2635, -52, 41.29, 9.30
58.60, 2632, -52, 41.29, 9.30
58.65, 2635, -51, 41.29, 9.30
58.70, 2631, -51, 41.29, 9.30
58.75, 2631, -49, 41.29, 9.30
58.80, 2627, -47, 41.29, 9.30
58.85, 2619, -45, 41.25, 9.30
58.90, 2617, -43, 41.29, 9.30
58.95, 2613, -42, 41.29, 9.30
59.00, 2610, -42, 41.29, 9.30
59.05, 2608, -42, 41.25, 9.30
59.10, 2604, -42, 41.29, 9.30
59.15, 2605, -43, 41.29, 9.30
59.20, 2598, -43, 41.29, 9.30
59.25, 2592, -45, 41.29, 9.30
59.30, 2587, -46, 41.29, 9.30
59.35, 2584, -47, 41.23, 9.30
59.40, 2583, -47, 41.29, 9.30
59.45, 2583, -47, 41.25, 9.30
59.50, 2581, -46, 41.25, 9.30
59.55, 2576, -45, 41.25, 9.30
59.60, 2574, -44, 41.25, 9.30
59.65, 2570, -44, 41.23, 9.30
59.70, 2569, -43, 41.25, 9.30
59.75, 2565, -43, 41.25, 9.30
59.80, 2572, -42, 41.25, 9.30
59.85, 2573, -41, 41.25, 9.30
59.90, 2569, -41, 41.25, 9.30
59.95, 2566, -41, 41.25, 9.30
60.00, 2566, -42, 41.23, 9.30
60.05, 2564, -43, 41.23, 9.30
60.10, 2563, -44, 41.23, 9.30
60.15, 2560, -45, 41.23, 9.30
60.20, 2556, -45, 41.23, 9.30
60.25, 2557, -45, 41.23, 9.30
60.30, 2555, -44, 41.23, 9.30
60.35, 2558, -42, 41.23, 9.30
60.40, 2556, -40, 41.23, 9.30
60.45, 2553, -37, 41.23, 9.30
60.50, 2552, -35, 41.23, 9.30
60.55, 2549, -33, 41.23, 9.30
60.60, 2548, -32, 41.23, 9.30
60.65, 2545, -32, 41.23, 9.30
60.70, 2545, -34, 41.23, 9.30
60.75, 2547, -37, 41.23, 9.30
60.80, 2545, -40, 41.23, 9.30
60.85, 2537, -43, 41.23, 9.30
60.90, 2537, -44, 41.23, 9.30
60.95, 2528, -44, 41.23, 9.30
61.00, 2523, -42, 41.23, 9.30
61.05, 2519, -41, 41.23, 9.30
61.10, 2513, -39, 41.23, 9.30
61.15, 2508, -38, 41.23, 9.30
61.20, 2504, -37, 41.23, 9.30
61.25, 2502, -37, 41.23, 9.30
61.30, 2501, -38, 41.23, 9.30
61.35, 2500, -40, 41.23, 9.30
61.40, 2513, -40, 41.23, 9.30
61.45, 2516, -41, 41.23, 9.30
61.50, 2519, -40, 41.23, 9.30
61.55, 2510, -39, 41.23, 9.30
61.60, 2511, -39, 41.22, 9.30
61.65, 2508, -39, 41.22, 9.30
61.70, 2501, -40, 41.23, 9.30
61.75, 2486, -41, 41.23, 9.30
61.80, 2483, -43, 41.22, 9.30
61.85, 2477, -43, 41.23, 9.30
61.90, 2482, -43, 41.23, 9.30
61.95, 2483, -41, 41.23, 9.30
62.00, 2484, -40, 41.23, 9.30
62.05, 2488, -38, 41.23, 9.30
62.10, 2486, -37, 41.23, 9.30
62.15, 2486, -35, 41.22, 9.30
62.20, 2489, -34, 41.23, 9.30
62.25, 2482, -34, 41.22, 9.30
62.30, 2478, -35, 41.22, 9.30
62.35, 2472, -36, 41.22, 9.30
62.40, 2473, -39, 41.23, 9.30
62.45, 2474, -41, 41.23, 9.30
62.50, 2472, -43, 41.23, 9.30
62.55, 2475, -44, 41.22, 9.30
62.60, 2471, -45, 41.22, 9.30
62.65, 2470, -45, 41.22, 9.30
62.70, 2463, -44, 41.22, 9.30
62.75, 2459, -43, 41.22, 9.30
62.80, 2456, -42, 41.22, 9.30
62.85, 2446, -42, 41.22, 9.30
62.90, 2447, -43, 41.22, 9.30
62.95, 2447, -45, 41.22, 9.30
63.00, 2446, -48, 41.22, 9.30
63.05, 2443, -51, 41.22, 9.30
63.10, 2439, -53, 41.22, 9.30
63.15, 2436, -54, 41.22, 9.30
63.20, 2437, -54, 41.22, 9.30
63.25, 2442, -53, 41.22, 9.30
63.30, 2432, -52, 41.22, 9.30
63.35, 2436, -52, 41.22, 9.30
63.40, 2433, -52, 41.20, 9.30
63.45, 2429, -53, 41.22, 9.30
63.50, 2431, -54, 41.22, 9.30
63.55, 2421, -54, 41.22, 9.30
63.60, 2416, -54, 41.20, 9.30
63.65, 2407, -52, 41.22, 9.30
63.70, 2408, -50, 41.20, 9.30
63.75, 2401, -48, 41.22, 9.30
63.80, 2400, -46, 41.20, 9.30
63.85, 2400, -45, 41.22, 9.30
63.90, 2396, -44, 41.20, 9.30
63.95, 2395, -44, 41.22, 9.30
64.00, 2384, -44, 41.20, 9.30
64.05, 2380, -45, 41.20, 9.30
64.10, 2378, -45, 41.22, 9.30
64.15, 2378, -45, 41.22, 9.30
64.20, 2379, -46, 41.20, 9.30
64.25, 2379, -47, 41.20, 9.30
64.30, 2376, -47, 41.20, 9.30
64.35, 2372, -47, 41.20, 9.30
64.40, 2368, -46, 41.20, 9.30
64.45, 2365, -46, 41.22, 9.30
64.50, 2364, -46, 41.18, 9.30
64.55, 2363, -46, 41.18, 9.30
64.60, 2370, -46, 41.18, 9.30
64.65, 2365, -46, 41.20, 9.30
64.70, 2364, -45, 41.20, 9.30
64.75, 2366, -44, 41.18, 9.30
64.80, 2364, -42, 41.18, 9.30
64.85, 2362, -40, 41.18, 9.30
64.90, 2360, -37, 41.18, 9.30
64.95, 2358, -36, 41.18, 9.30
65.00, 2354, -34, 41.18, 9.30
65.05, 2354, -33, 41.18, 9.30
65.10, 2351, -32, 41.18, 9.30
65.15, 2346, -32, 41.18, 9.30
65.20, 2345, -32, 41.18, 9.30
65.25, 2344, -33, 41.18, 9.30
65.30, 2343, -34, 41.18, 9.30
65.35, 2344, -35, 41.18, 9.30
65.40, 2342, -36, 41.18, 9.30
65.45, 2342, -37, 41.18, 9.30
65.50, 2331, -39, 41.16, 9.30
65.55, 2324, -40, 41.18, 9.30
65.60, 2319, -41, 41.16, 9.30
65.65, 2317, -42, 41.18, 9.30
