PerfectFlite SLCF
Firmware: 1.0
Software: 1.1
Serial Number: 1224
Apogee: 4606' AGL
Ground Elevation: 680' MSL
NumSamps: 2952
Flight Number: 6
Main Setting: 500' AGL
Apogee Delay: 0 Seconds
Drogue At: 15.25 Seconds
Main At: 111.75 Seconds
Max Drogue Current: 2 Amps
Max Main Current: 2 Amps
Comments: 

Data: (Time, Altitude, Velocity, Temperature (F), Voltage)
116.90, 374, -13, 40.42, 9.30
116.95, 373, -14, 40.42, 9.30
117.00, 372, -14, 40.42, 9.30
117.05, 371, -15, 40.42, 9.30
117.10, 371, -15, 40.42, 9.30
117.15, 371, -15, 40.42, 9.30
117.20, 369, -15, 40.42, 9.30
117.25, 368, -15, 40.42, 9.30
117.30, 369, -14, 40.42, 9.30
117.35, 369, -14, 40.42, 9.30
117.40, 366, -14, 40.42, 9.30
117.45, 366, -14, 40.42, 9.30
117.50, 366, -14, 40.41, 9.30
117.55, 365, -14, 40.41, 9.30
117.60, 363, -14, 40.42, 9.30
117.65, 364, -14, 40.42, 9.30
117.70, 364, -14, 40.42, 9.30
117.75, 363, -14, 40.41, 9.30
117.80, 362, -14, 40.41, 9.30
117.85, 360, -14, 40.41, 9.30
117.90, 358, -14, 40.41, 9.30
117.95, 358, -14, 40.41, 9.30
118.00, 357, -14, 40.41, 9.30
118.05, 355, -14, 40.42, 9.30
118.10, 355, -14, 40.42, 9.30
118.15, 355, -14, 40.41, 9.30
118.20, 352, -14, 40.42, 9.30
118.25, 353, -14, 40.41, 9.30
118.30, 353, -15, 40.41, 9.30
118.35, 352, -15, 40.41, 9.30
118.40, 351, -15, 40.41, 9.30
118.45, 350, -15, 40.41, 9.30
118.50, 349, -15, 40.41, 9.30
118.55, 349, -15, 40.41, 9.30
118.60, 348, -16, 40.41, 9.30
118.65, 347, -16, 40.41, 9.30
118.70, 348, -16, 40.41, 9.30
118.75, 347, -16, 40.41, 9.30
118.80, 348, -16, 40.39, 9.30
118.85, 346, -16, 40.41, 9.30
118.90, 345, -15, 40.42, 9.30
118.95, 345, -15, 40.41, 9.30
119.00, 343, -15, 40.41, 9.30
119.05, 344, -15, 40.39, 9.30
119.10, 344, -15, 40.39, 9.30
119.15, 342, -15, 40.41, 9.30
119.20, 341, -15, 40.41, 9.30
119.25, 339, -15, 40.39, 9.30
119.30, 338, -15, 40.41, 9.30
119.35, 338, -15, 40.41, 9.30
119.40, 337, -15, 40.41, 9.30
119.45, 335, -14, 40.39, 9.30
119.50, 334, -14, 40.41, 9.30
119.55, 335, -14, 40.37, 9.30
119.60, 333, -13, 40.41, 9.30
119.65, 332, -14, 40.41, 9.30
119.70, 332, -14, 40.39, 9.30
119.75, 330, -14, 40.39, 9.30
119.80, 330, -14, 40.39, 9.30
119.85, 330, -14, 40.39, 9.30
119.90, 328, -14, 40.39, 9.30
119.95, 327, -14, 40.39, 9.30
120.00, 327, -14, 40.37, 9.30
120.05, 326, -14, 40.39, 9.30
120.10, 326, -14, 40.37, 9.30
120.15, 325, -15, 40.41, 9.30
120.20, 324, -15, 40.37, 9.30
120.25, 324, -15, 40.37, 9.30
120.30, 323, -15, 40.37, 9.30
120.35, 321, -15, 40.37, 9.30
120.40, 323, -15, 40.39, 9.30
120.45, 323, -14, 40.37, 9.30
120.50, 322, -14, 40.37, 9.30
120.55, 322, -14, 40.37, 9.30
120.60, 322, -14, 40.39, 9.30
120.65, 321, -14, 40.37, 9.30
120.70, 319, -14, 40.39, 9.30
120.75, 318, -14, 40.37, 9.30
120.80, 318, -14, 40.37, 9.30
120.85, 318, -14, 40.37, 9.30
120.90, 318, -14, 40.35, 9.30
120.95, 317, -14, 40.37, 9.30
121.00, 316, -14, 40.37, 9.30
121.05, 316, -14, 40.37, 9.30
121.10, 313, -15, 40.37, 9.30
121.15, 312, -15, 40.37, 9.30
121.20, 310, -15, 40.37, 9.30
121.25, 309, -15, 40.37, 9.30
121.30, 309, -15, 40.37, 9.30
121.35, 307, -15, 40.35, 9.30
121.40, 309, -15, 40.35, 9.30
121.45, 305, -15, 40.37, 9.30
121.50, 307, -16, 40.37, 9.30
121.55, 305, -16, 40.37, 9.30
121.60, 305, -16, 40.35, 9.30
121.65, 305, -16, 40.35, 9.30
121.70, 303, -16, 40.35, 9.30
121.75, 302, -16, 40.35, 9.30
121.80, 303, -16, 40.35, 9.30
121.85, 301, -17, 40.37, 9.30
121.90, 301, -17, 40.35, 9.30
121.95, 299, -17, 40.35, 9.30
122.00, 298, -17, 40.33, 9.30
122.05, 297, -16, 40.35, 9.30
122.10, 296, -16, 40.35, 9.30
122.15, 294, -16, 40.37, 9.30
122.20, 293, -15, 40.35, 9.30
122.25, 295, -15, 40.33, 9.30
122.30, 293, -15, 40.35, 9.30
122.35, 294, -15, 40.35, 9.30
122.40, 292, -15, 40.37, 9.30
122.45, 292, -15, 40.35, 9.30
122.50, 291, -15, 40.35, 9.30
122.55, 291, -15, 40.33, 9.30
122.60, 290, -16, 40.35, 9.30
122.65, 289, -16, 40.33, 9.30
122.70, 288, -16, 40.33, 9.30
122.75, 286, -17, 40.35, 9.30
122.80, 285, -17, 40.35, 9.30
122.85, 285, -17, 40.33, 9.30
122.90, 284, -17, 40.33, 9.30
122.95, 284, -17, 40.33, 9.30
123.00, 283, -17, 40.33, 9.30
123.05, 283, -16, 40.33, 9.30
123.10, 281, -16, 40.33, 9.30
123.15, 282, -16, 40.33, 9.30
123.20, 279, -16, 40.33, 9.30
123.25, 280, -16, 40.33, 9.30
123.30, 280, -17, 40.33, 9.30
123.35, 278, -17, 40.33, 9.30
123.40, 277, -17, 40.33, 9.30
123.45, 278, -17, 40.33, 9.30
123.50, 274, -17, 40.33, 9.30
123.55, 275, -17, 40.33, 9.30
123.60, 273, -17, 40.33, 9.30
123.65, 273, -17, 40.33, 9.30
123.70, 271, -17, 40.33, 9.30
123.75, 268, -16, 40.33, 9.30
123.80, 267, -16, 40.33, 9.30
123.85, 267, -16, 40.33, 9.30
123.90, 266, -16, 40.33, 9.30
123.95, 265, -16, 40.33, 9.30
124.00, 265, -17, 40.33, 9.30
124.05, 265, -17, 40.33, 9.30
124.10, 265, -17, 40.33, 9.30
124.15, 264, -17, 40.33, 9.30
124.20, 262, -17, 40.33, 9.30
124.25, 260, -18, 40.33, 9.30
124.30, 259, -18, 40.33, 9.30
124.35, 260, -18, 40.33, 9.30
124.40, 258, -18, 40.33, 9.30
124.45, 258, -18, 40.33, 9.30
124.50, 257, -18, 40.33, 9.30
124.55, 256, -17, 40.33, 9.30
124.60, 256, -17, 40.33, 9.30
124.65, 254, -17, 40.33, 9.30
124.70, 255, -17, 40.33, 9.30
124.75, 255, -17, 40.33, 9.30
124.80, 255, -16, 40.32, 9.30
124.85, 252, -16, 40.32, 9.30
124.90, 252, -16, 40.32, 9.30
124.95, 251, -16, 40.32, 9.30
125.00, 247, -16, 40.33, 9.30
125.05, 250, -17, 40.33, 9.30
125.10, 247, -17, 40.33, 9.30
125.15, 246, -17, 40.33, 9.30
125.20, 246, -16, 40.33, 9.30
125.25, 244, -16, 40.32, 9.30
125.30, 244, -16, 40.33, 9.30
125.35, 241, -16, 40.33, 9.30
125.40, 242, -16, 40.32, 9.30
125.45, 241, -16, 40.33, 9.30
125.50, 241, -16, 40.32, 9.30
125.55, 241, -16, 40.32, 9.30
125.60, 238, -16, 40.33, 9.30
125.65, 238, -16, 40.32, 9.30
125.70, 236, -16, 40.33, 9.30
125.75, 236, -17, 40.33, 9.30
125.80, 235, -17, 40.32, 9.30
125.85, 234, -17, 40.32, 9.30
125.90, 234, -17, 40.32, 9.30
125.95, 234, -17, 40.32, 9.30
126.00, 232, -17, 40.32, 9.30
126.05, 231, -17, 40.32, 9.30
126.10, 231, -16, 40.32, 9.30
126.15, 231, -16, 40.32, 9.30
126.20, 229, -16, 40.32, 9.30
126.25, 229, -16, 40.32, 9.30
126.30, 228, -16, 40.32, 9.30
126.35, 228, -16, 40.28, 9.30
126.40, 227, -16, 40.32, 9.30
126.45, 226, -16, 40.28, 9.30
126.50, 225, -16, 40.32, 9.30
126.55, 226, -17, 40.32, 9.30
126.60, 224, -16, 40.32, 9.30
126.65, 224, -16, 40.32, 9.30
126.70, 223, -16, 40.32, 9.30
126.75, 220, -16, 40.32, 9.30
126.80, 219, -17, 40.32, 9.30
126.85, 218, -17, 40.28, 9.30
126.90, 217, -17, 40.32, 9.30
126.95, 216, -17, 40.28, 9.30
127.00, 215, -17, 40.32, 9.30
127.05, 216, -17, 40.28, 9.30
127.10, 215, -17, 40.32, 9.30
127.15, 214, -17, 40.32, 9.30
127.20, 212, -17, 40.32, 9.30
127.25, 212, -16, 40.32, 9.30
127.30, 210, -16, 40.32, 9.30
127.35, 210, -16, 40.28, 9.30
127.40, 209, -16, 40.28, 9.30
127.45, 210, -16, 40.26, 9.30
127.50, 207, -16, 40.28, 9.30
127.55, 206, -17, 40.26, 9.30
127.60, 206, -17, 40.28, 9.30
127.65, 205, -17, 40.28, 9.30
127.70, 204, -16, 40.26, 9.30
127.75, 202, -16, 40.28, 9.30
127.80, 202, -16, 40.28, 9.30
127.85, 202, -16, 40.28, 9.30
127.90, 201, -16, 40.26, 9.30
127.95, 200, -16, 40.26, 9.30
128.00, 199, -17, 40.26, 9.30
128.05, 198, -17, 40.26, 9.30
128.10, 197, -17, 40.26, 9.30
128.15, 197, -17, 40.26, 9.30
128.20, 196, -16, 40.26, 9.30
128.25, 197, -16, 40.28, 9.30
128.30, 199, -16, 40.26, 9.30
128.35, 195, -17, 40.26, 9.30
128.40, 195, -17, 40.28, 9.30
128.45, 194, -17, 40.26, 9.30
128.50, 192, -17, 40.26, 9.30
128.55, 190, -17, 40.26, 9.30
128.60, 191, -17, 40.26, 9.30
128.65, 191, -17, 40.26, 9.30
128.70, 189, -17, 40.26, 9.30
128.75, 189, -17, 40.26, 9.30
128.80, 187, -17, 40.26, 9.30
128.85, 184, -17, 40.26, 9.30
128.90, 185, -17, 40.26, 9.30
128.95, 183, -17, 40.26, 9.30
129.00, 183, -17, 40.26, 9.30
129.05, 182, -18, 40.24, 9.30
129.10, 181, -18, 40.24, 9.30
129.15, 181, -18, 40.26, 9.30
129.20, 181, -18, 40.26, 9.30
129.25, 178, -19, 40.26, 9.30
129.30, 177, -19, 40.24, 9.30
129.35, 177, -19, 40.26, 9.30
129.40, 175, -19, 40.24, 9.30
129.45, 175, -18, 40.24, 9.30
129.50, 175, -18, 40.24, 9.30
129.55, 172, -18, 40.26, 9.30
129.60, 172, -18, 40.24, 9.30
129.65, 171, -19, 40.24, 9.30
129.70, 171, -19, 40.24, 9.30
129.75, 169, -19, 40.24, 9.30
129.80, 169, -19, 40.24, 9.30
129.85, 167, -19, 40.26, 9.30
129.90, 167, -19, 40.23, 9.30
129.95, 165, -18, 40.26, 9.30
130.00, 164, -18, 40.24, 9.30
130.05, 163, -18, 40.24, 9.30
130.10, 161, -19, 40.26, 9.30
130.15, 161, -19, 40.24, 9.30
130.20, 160, -19, 40.23, 9.30
130.25, 160, -19, 40.24, 9.30
130.30, 160, -19, 40.23, 9.30
130.35, 158, -19, 40.23, 9.30
130.40, 157, -19, 40.24, 9.30
130.45, 158, -19, 40.23, 9.30
130.50, 156, -19, 40.23, 9.30
130.55, 155, -19, 40.23, 9.30
130.60, 154, -19, 40.23, 9.30
130.65, 153, -19, 40.23, 9.30
130.70, 151, -19, 40.24, 9.30
130.75, 150, -20, 40.24, 9.30
130.80, 150, -20, 40.23, 9.30
130.85, 147, -20, 40.24, 9.30
130.90, 147, -19, 40.23, 9.30
130.95, 147, -19, 40.23, 9.30
131.00, 147, -19, 40.23, 9.30
131.05, 146, -19, 40.23, 9.30
131.10, 144, -19, 40.23, 9.30
131.15, 141, -19, 40.23, 9.30
131.20, 142, -19, 40.23, 9.30
131.25, 141, -19, 40.23, 9.30
131.30, 140, -19, 40.23, 9.30
131.35, 139, -20, 40.23, 9.30
131.40, 137, -20, 40.23, 9.30
131.45, 137, -20, 40.23, 9.30
131.50, 135, -20, 40.23, 9.30
131.55, 134, -20, 40.23, 9.30
131.60, 135, -20, 40.23, 9.30
131.65, 132, -20, 40.23, 9.30
131.70, 132, -20, 40.23, 9.30
131.75, 129, -20, 40.23, 9.30
131.80, 129, -19, 40.23, 9.30
131.85, 129, -19, 40.23, 9.30
131.90, 128, -19, 40.23, 9.30
131.95, 127, -19, 40.23, 9.30
132.00, 126, -19, 40.23, 9.30
132.05, 127, -19, 40.23, 9.30
132.10, 125, -19, 40.23, 9.30
132.15, 123, -19, 40.23, 9.30
132.20, 122, -19, 40.23, 9.30
132.25, 122, -19, 40.23, 9.30
132.30, 120, -19, 40.23, 9.30
132.35, 119, -19, 40.23, 9.30
132.40, 118, -20, 40.23, 9.30
132.45, 117, -20, 40.23, 9.30
132.50, 116, -20, 40.23, 9.30
132.55, 116, -20, 40.21, 9.30
132.60, 113, -20, 40.23, 9.30
132.65, 112, -20, 40.23, 9.30
132.70, 111, -20, 40.23, 9.30
132.75, 112, -20, 40.23, 9.30
132.80, 112, -20, 40.21, 9.30
132.85, 111, -20, 40.23, 9.30
132.90, 109, -20, 40.21, 9.30
132.95, 109, -21, 40.21, 9.30
133.00, 108, -21, 40.21, 9.30
133.05, 107, -21, 40.21, 9.30
133.10, 106, -21, 40.21, 9.30
133.15, 105, -21, 40.21, 9.30
133.20, 103, -21, 40.21, 9.30
133.25, 103, -21, 40.21, 9.30
133.30, 101, -21, 40.21, 9.30
133.35, 99, -21, 40.23, 9.30
133.40, 98, -21, 40.21, 9.30
133.45, 97, -21, 40.21, 9.30
133.50, 96, -21, 40.21, 9.30
133.55, 95, -20, 40.21, 9.30
133.60, 93, -20, 40.21, 9.30
133.65, 93, -20, 40.21, 9.30
133.70, 91, -20, 40.21, 9.30
133.75, 91, -21, 40.21, 9.30
133.80, 89, -21, 40.21, 9.30
133.85, 88, -21, 40.21, 9.30
133.90, 87, -21, 40.21, 9.30
133.95, 85, -21, 40.21, 9.30
134.00, 85, -21, 40.21, 9.30
134.05, 83, -21, 40.21, 9.30
134.10, 83, -21, 40.21, 9.30
134.15, 81, -21, 40.21, 9.30
134.20, 80, -20, 40.19, 9.30
134.25, 79, -20, 40.21, 9.30
134.30, 77, -20, 40.21, 9.30
134.35, 76, -20, 40.21, 9.30
134.40, 77, -20, 40.21, 9.30
134.45, 75, -20, 40.21, 9.30
134.50, 75, -19, 40.21, 9.30
134.55, 75, -19, 40.19, 9.30
134.60, 74, -19, 40.21, 9.30
134.65, 72, -18, 40.19, 9.30
134.70, 71, -18, 40.19, 9.30
134.75, 70, -18, 40.21, 9.30
134.80, 69, -18, 40.19, 9.30
134.85, 68, -18, 40.19, 9.30
134.90, 68, -18, 40.19, 9.30
134.95, 66, -18, 40.21, 9.30
135.00, 66, -18, 40.19, 9.30
135.05, 65, -18, 40.19, 9.30
135.10, 64, -18, 40.19, 9.30
135.15, 65, -18, 40.19, 9.30
135.20, 62, -17, 40.21, 9.30
135.25, 62, -17, 40.17, 9.30
135.30, 61, -17, 40.17, 9.30
135.35, 59, -17, 40.19, 9.30
135.40, 57, -16, 40.19, 9.30
135.45, 58, -16, 40.19, 9.30
135.50, 58, -16, 40.17, 9.30
135.55, 58, -16, 40.17, 9.30
135.60, 57, -16, 40.19, 9.30
135.65, 57, -16, 40.17, 9.30
135.70, 55, -16, 40.17, 9.30
135.75, 54, -16, 40.19, 9.30
135.80, 53, -16, 40.17, 9.30
135.85, 51, -16, 40.19, 9.30
135.90, 50, -16, 40.17, 9.30
135.95, 48, -16, 40.19, 9.30
136.00, 49, -16, 40.17, 9.30
136.05, 46, -16, 40.17, 9.30
136.10, 47, -16, 40.17, 9.30
136.15, 46, -16, 40.17, 9.30
136.20, 46, -16, 40.15, 9.30
136.25, 44, -16, 40.17, 9.30
136.30, 44, -16, 40.19, 9.30
136.35, 45, -17, 40.17, 9.30
136.40, 43, -17, 40.17, 9.30
136.45, 44, -17, 40.17, 9.30
136.50, 42, -17, 40.17, 9.30
136.55, 42, -18, 40.17, 9.30
136.60, 43, -18, 40.15, 9.30
136.65, 40, -18, 40.17, 9.30
136.70, 39, -18, 40.17, 9.30
136.75, 38, -17, 40.17, 9.30
136.80, 38, -17, 40.17, 9.30
136.85, 36, -17, 40.17, 9.30
136.90, 35, -16, 40.17, 9.30
136.95, 35, -16, 40.15, 9.30
137.00, 34, -15, 40.17, 9.30
137.05, 33, -15, 40.17, 9.30
137.10, 30, -15, 40.17, 9.30
137.15, 32, -15, 40.15, 9.30
137.20, 31, -14, 40.17, 9.30
137.25, 29, -14, 40.15, 9.30
137.30, 26, -15, 40.15, 9.30
137.35, 25, -15, 40.17, 9.30
137.40, 24, -15, 40.17, 9.30
137.45, 24, -15, 40.15, 9.30
137.50, 24, -16, 40.15, 9.30
137.55, 22, -16, 40.15, 9.30
137.60, 21, -16, 40.17, 9.30
137.65, 21, -15, 40.12, 9.30
137.70, 19, -15, 40.12, 9.30
137.75, 20, -15, 40.15, 9.30
137.80, 19, -15, 40.15, 9.30
137.85, 19, -15, 40.12, 9.30
137.90, 18, -15, 40.12, 9.30
137.95, 18, -15, 40.12, 9.30
138.00, 18, -15, 40.12, 9.30
138.05, 19, -15, 40.12, 9.30
138.10, 18, -15, 40.12, 9.30
138.15, 17, -15, 40.12, 9.30
138.20, 16, -14, 40.12, 9.30
138.25, 17, -14, 40.12, 9.30
138.30, 16, -13, 40.12, 9.30
138.35, 15, -13, 40.12, 9.30
138.40, 12, -12, 40.15, 9.30
138.45, 12, -12, 40.12, 9.30
138.50, 12, -12, 40.12, 9.30
138.55, 11, -11, 40.12, 9.30
138.60, 9, -11, 40.12, 9.30
138.65, 10, -11, 40.12, 9.30
138.70, 10, -10, 40.12, 9.30
138.75, 8, -10, 40.12, 9.30
138.80, 8, -10, 40.12, 9.30
138.85, 5, -10, 40.12, 9.30
138.90, 4, -10, 40.12, 9.30
138.95, 5, -10, 40.12, 9.30
139.00, 4, -9, 40.12, 9.30
139.05, 3, -9, 40.12, 9.30
139.10, 1, -9, 40.12, 9.30
139.15, 2, -9, 40.12, 9.30
139.20, 2, -9, 40.12, 9.30
139.25, 1, -8, 40.12, 9.30
139.30, 0, -8, 40.12, 9.30
139.35, 1, -8, 40.12, 9.30
139.40, 1, -7, 40.12, 9.30
139.45, 1, -7, 40.12, 9.30
139.50, 0, -6, 40.12, 9.30
139.55, 1, -6, 40.12, 9.30
139.60, -1, -6, 40.12, 9.30
139.65, 0, -6, 40.12, 9.30
139.70, 0, -6, 40.12, 9.30
139.75, -1, -5, 40.12, 9.30
139.80, -1, -5, 40.12, 9.30
139.85, 0, -4, 40.10, 9.30
139.90, -1, -4, 40.12, 9.30
139.95, 0, -3, 40.10, 9.30
140.00, 1, -3, 40.12, 9.30
140.05, 1, -3, 40.10, 9.30
140.10, 0, -2, 40.12, 9.30
140.15, -1, -2, 40.12, 9.30
140.20, 0, -2, 40.10, 9.30
140.25, 0, -2, 40.12, 9.30
140.30, 0, -2, 40.10, 9.30
140.35, 0, -2, 40.12, 9.30
140.40, -1, -2, 40.10, 9.30
140.45, -1, -1, 40.10, 9.30
140.50, -1, -1, 40.12, 9.30
140.55, -2, -1, 40.12, 9.30
140.60, 0, -1, 40.10, 9.30
140.65, -5, -1, 40.12, 9.30
140.70, -2, -1, 40.10, 9.30
140.75, -2, -1, 40.10, 9.30
140.80, -2, -1, 40.10, 9.30
140.85, -2, -1, 40.10, 9.30
140.90, -2, -1, 40.10, 9.30
140.95, -2, -1, 40.10, 9.30
141.00, -2, -1, 40.10, 9.30
141.05, -2, -1, 40.10, 9.30
141.10, -3, -1, 40.10, 9.30
141.15, -2, -1, 40.10, 9.30
141.20, -2, -1, 40.10, 9.30
141.25, -2, -1, 40.10, 9.30
141.30, -2, -1, 40.10, 9.30
141.35, -3, -1, 40.10, 9.30
141.40, -2, -1, 40.06, 9.30
141.45, -2, -1, 40.10, 9.30
141.50, -1, -1, 40.08, 9.30
141.55, -2, -0, 40.08, 9.30
141.60, -2, -0, 40.10, 9.30
141.65, -2, 0, 40.08, 9.30
141.70, -2, 0, 40.10, 9.30
141.75, -2, 0, 40.08, 9.30
141.80, -2, 0, 40.10, 9.30
141.85, -2, -0, 40.08, 9.30
141.90, -1, -0, 40.06, 9.30
141.95, -3, -0, 40.10, 9.30
142.00, -1, -0, 40.08, 9.30
142.05, -2, -0, 40.10, 9.30
142.10, -3, -0, 40.10, 9.30
142.15, -2, -0, 40.08, 9.30
142.20, -2, -0, 40.08, 9.30
142.25, -2, -0, 40.08, 9.30
142.30, -1, 0, 40.06, 9.30
142.35, -2, 0, 40.10, 9.30
142.40, -3, 0, 40.08, 9.30
142.45, -3, 0, 40.10, 9.30
142.50, -3, -0, 40.10, 9.30
142.55, -1, -0, 40.06, 9.30
142.60, -1, -0, 40.06, 9.30
142.65, -2, -0, 40.08, 9.30
142.70, -2, -0, 40.06, 9.30
142.75, -1, -0, 40.06, 9.30
142.80, -3, -0, 40.08, 9.30
142.85, -2, 0, 40.06, 9.30
142.90, -3, 0, 40.08, 9.30
142.95, -2, 0, 40.08, 9.30
143.00, -2, 0, 40.06, 9.30
143.05, -2, 0, 40.06, 9.30
143.10, -3, 0, 40.08, 9.30
143.15, -2, 0, 40.06, 9.30
143.20, -3, 0, 40.06, 9.30
143.25, -2, 0, 40.08, 9.30
143.30, -2, -0, 40.06, 9.30
143.35, -1, -0, 40.06, 9.30
143.40, -2, 0, 40.06, 9.30
143.45, -2, -0, 40.06, 9.30
143.50, -2, -0, 40.06, 9.30
143.55, -2, -0, 40.06, 9.30
143.60, -4, -0, 40.06, 9.30
143.65, -1, 0, 40.05, 9.30
143.70, -3, 0, 40.06, 9.30
143.75, -2, 0, 40.06, 9.30
143.80, -1, 0, 40.06, 9.30
143.85, -2, 0, 40.06, 9.30
143.90, -2, 0, 40.06, 9.30
143.95, -1, 0, 40.06, 9.30
144.00, -1, 0, 40.05, 9.30
144.05, -2, 0, 40.06, 9.30
144.10, -1, 0, 40.05, 9.30
144.15, -2, 0, 40.06, 9.30
144.20, -2, 0, 40.06, 9.30
144.25, -2, 0, 40.05, 9.30
144.30, -2, 0, 40.06, 9.30
144.35, -3, 0, 40.06, 9.30
144.40, -2, 0, 40.06, 9.30
144.45, -3, 0, 40.06, 9.30
144.50, -2, 0, 40.06, 9.30
144.55, -2, 0, 40.05, 9.30
144.60, -2, 0, 40.06, 9.30
144.65, -1, 0, 40.05, 9.30
144.70, -1, 0, 40.05, 9.30
144.75, -1, 0, 40.05, 9.30
144.80, -2, 0, 40.05, 9.30
144.85, -2, 0, 40.03, 9.30
144.90, -1, 0, 40.05, 9.30
144.95, -1, 0, 40.03, 9.30
145.00, -3, 0, 40.05, 9.30
145.05, -1, 0, 40.05, 9.30
145.10, -2, 0, 40.05, 9.30
145.15, -1, 0, 40.03, 9.30
145.20, -2, 0, 40.05, 9.30
145.25, -1, 0, 40.03, 9.30
145.30, -2, 0, 40.03, 9.30
145.35, -2, 0, 40.03, 9.30
145.40, -1, 0, 40.03, 9.30
145.45, -2, 0, 40.05, 9.30
145.50, -2, 0, 40.03, 9.30
145.55, -2, -0, 40.05, 9.30
145.60, -2, -0, 40.03, 9.30
145.65, -2, -0, 40.03, 9.30
145.70, -1, -0, 40.03, 9.30
145.75, -1, -0, 40.03, 9.30
145.80, -1, -0, 40.03, 9.30
145.85, -2, -0, 40.03, 9.30
145.90, -1, 0, 40.03, 9.30
145.95, -1, 0, 40.03, 9.30
146.00, -1, 0, 40.03, 9.30
146.05, -1, 0, 40.03, 9.30
146.10, -2, -0, 40.03, 9.30
146.15, -2, -0, 40.03, 9.30
146.20, -2, -0, 40.03, 9.30
146.25, -2, -0, 40.03, 9.30
146.30, -2, -0, 40.03, 9.30
146.35, -2, 0, 40.03, 9.30
146.40, -3, -0, 40.03, 9.30
146.45, -2, -0, 40.03, 9.30
146.50, -1, -1, 40.03, 9.30
146.55, -3, -1, 40.03, 9.30
146.60, -2, -1, 40.03, 9.30
146.65, -2, -1, 40.03, 9.30
146.70, -2, 1, 40.03, 9.30
146.75, -2, 2, 40.03, 9.30
146.80, -2, 3, 40.03, 9.30
146.85, -1, 3, 40.03, 9.30
146.90, -1, 1, 40.03, 9.30
146.95, -1, -0, 40.03, 9.30
147.00, -2, -1, 40.03, 9.30
147.05, -2, -2, 40.03, 9.30
147.10, -1, 0, 40.01, 9.30
147.15, -2, 0, 40.03, 9.30
147.20, -3, 0, 40.03, 9.30
147.25, -1, 0, 40.03, 9.30
147.30, -1, 0, 40.01, 9.30
147.35, -2, 0, 40.03, 9.30
147.40, -2, 0, 40.03, 9.30
147.45, -2, 0, 40.01, 9.30
147.50, -2, 0, 40.03, 9.30
147.55, -1, 0, 40.03, 9.30
